,target_com,depth,target_per,threshold,総収益,投資金額,出現数,購買予測数,利益率,購買的中率,的中数,number_i
12929,26.0,8.0,152.0,0.92,50860.0,26100.0,46.0,261.0,194.86590038314176,6.896551724137931,18.0,25.0
12935,26.0,8.0,156.0,0.92,45730.0,30400.0,46.0,304.0,150.42763157894737,5.592105263157895,17.0,27.0
12938,26.0,8.0,158.0,0.92,41830.0,24700.0,46.0,247.0,169.3522267206478,6.477732793522267,16.0,28.0
12950,26.0,8.0,166.0,0.92,66690.0,27800.0,46.0,278.0,239.89208633093523,6.115107913669065,17.0,32.0
12953,26.0,8.0,168.0,0.92,46190.0,34400.0,46.0,344.0,134.27325581395348,5.232558139534884,18.0,33.0
12956,26.0,8.0,170.0,0.92,44020.0,27100.0,46.0,271.0,162.43542435424354,5.904059040590406,16.0,34.0
12959,26.0,8.0,172.0,0.92,57570.0,28700.0,46.0,287.0,200.59233449477352,6.2717770034843205,18.0,35.0
12962,26.0,8.0,174.0,0.92,45360.0,28200.0,46.0,282.0,160.85106382978725,6.73758865248227,19.0,36.0
12965,26.0,8.0,176.0,0.92,67220.0,22300.0,46.0,223.0,301.4349775784753,7.623318385650224,17.0,37.0
12968,26.0,8.0,178.0,0.92,37520.0,24600.0,46.0,246.0,152.520325203252,5.284552845528456,13.0,38.0
12971,26.0,8.0,180.0,0.92,46490.0,27600.0,46.0,276.0,168.44202898550725,6.521739130434782,18.0,39.0
12974,26.0,8.0,182.0,0.92,50260.0,27700.0,46.0,277.0,181.44404332129963,6.498194945848375,18.0,40.0
12977,26.0,8.0,184.0,0.92,47150.0,25500.0,46.0,255.0,184.90196078431373,5.88235294117647,15.0,41.0
12980,26.0,8.0,186.0,0.92,44790.0,23800.0,46.0,238.0,188.1932773109244,6.302521008403361,15.0,42.0
12983,26.0,8.0,188.0,0.92,63560.0,24900.0,46.0,249.0,255.26104417670683,5.622489959839357,14.0,43.0
12986,26.0,8.0,190.0,0.92,40880.0,26200.0,46.0,262.0,156.03053435114504,5.343511450381679,14.0,44.0
12989,26.0,8.0,192.0,0.92,51840.0,27800.0,46.0,278.0,186.4748201438849,5.39568345323741,15.0,45.0
12992,26.0,8.0,194.0,0.92,44040.0,24100.0,46.0,241.0,182.73858921161823,6.224066390041494,15.0,46.0
12995,26.0,8.0,196.0,0.92,69370.0,27500.0,46.0,275.0,252.25454545454545,7.272727272727272,20.0,47.0
12998,26.0,8.0,198.0,0.92,40460.0,21700.0,46.0,217.0,186.4516129032258,6.451612903225806,14.0,48.0
